,Cluster_0,Cluster_1
312,WMC293730_GSM3496432_AB4140_Tu,W683548_GSM3496305_AB2491_Tumo
313,W692404_GSM3496328_AB2514_Tumo,WMC220113_GSM3496400_AB3940_Tu
314,W707411_GSM3496340_AB2553_Tumo,W692492_GSM3496328_AB2514_Tumo
315,WMC0035252_GSM3496371_AB3087_T,WMC624877_GSM3496459_AB5011_Tu
316,WMC0037024_GSM3496376_AB3092_T,W543853_GSM3496295_AB2099_Tumo
317,W688365_GSM3496317_AB2503_Tumo,W842029_GSM3496356_AB2911_Tumo
318,W684756_GSM3496308_AB2494_Tumo,W871859_GSM3496366_AB2989_Tumo
319,WMC289706_GSM3496422_AB4130_Tu,W706171_GSM3496339_AB2549_Tumo
320,WMC287033_GSM3496415_AB4123_Tu,WMC627694_GSM3496467_AB5019_Tu
321,W707419_GSM3496340_AB2553_Tumo,W840995_GSM3496354_AB2909_Tumo
322,W695301_GSM3496335_AB2521_Tumo,W462084_GSM3496285_AB1889_Tumo
323,WMC250967_GSM3496409_AB4029_Tu,WMC222123_GSM3496406_AB3946_Tu
324,WMC251291_GSM3496409_AB4029_Tu,WMC219003_GSM3496397_AB3937_Tu
325,W686996_GSM3496314_AB2500_Tumo,WMC331863_GSM3496446_AB4239_Tu
326,W691496_GSM3496325_AB2511_Tumo,W841538_GSM3496355_AB2910_Tumo
327,WMC0110089_GSM3496389_AB3282_T,WMC329626_GSM3496440_AB4233_Tu
328,W542779_GSM3496292_AB2096_Tumo,WMC291392_GSM3496426_AB4134_Tu
329,W843429_GSM3496360_AB2915_Tumo,W713980_GSM3496341_AB2570_Tumo
330,WMC288301_GSM3496418_AB4126_Tu,WMC0037179_GSM3496376_AB3092_T
331,WMC292300_GSM3496428_AB4136_Tu,WMC0109573_GSM3496388_AB3281_T
332,WMC0037100_GSM3496376_AB3092_T,WMC293925_GSM3496433_AB4141_Tu
333,WMC291559_GSM3496426_AB4134_Tu,W462064_GSM3496285_AB1889_Tumo
334,W542432_GSM3496291_AB2095_Tumo,W851724_GSM3496365_AB2936_Tumo
335,W543852_GSM3496295_AB2099_Tumo,WMC294550_GSM3496434_AB4142_Tu
336,W685530_GSM3496310_AB2496_Tumo,WMC0038177_GSM3496379_AB3095_T
337,W689614_GSM3496320_AB2506_Tumo,WMC220234_GSM3496401_AB3941_Tu
338,W690849_GSM3496324_AB2510_Tumo,WMC0034843_GSM3496370_AB3086_T
339,W689908_GSM3496321_AB2507_Tumo,W714249_GSM3496341_AB2570_Tumo
340,WMC135503_GSM3496393_AB3719_Tu,WMC286425_GSM3496413_AB4121_Tu
341,WMC135642_GSM3496393_AB3719_Tu,W542853_GSM3496292_AB2096_Tumo
342,W543115_GSM3496293_AB2097_Tumo,WMC0037417_GSM3496377_AB3093_T
343,W689558_GSM3496320_AB2506_Tumo,WMC291411_GSM3496426_AB4134_Tu
344,WMC330184_GSM3496442_AB4235_Tu,W840587_GSM3496352_AB2907_Tumo
345,W706150_GSM3496339_AB2549_Tumo,WMC294070_GSM3496433_AB4141_Tu
346,WMC0109975_GSM3496389_AB3282_T,W694063_GSM3496332_AB2518_Tumo
347,WMC0109556_GSM3496388_AB3281_T,WMC0031736_GSM3496368_AB3078_T
348,WMC627661_GSM3496467_AB5019_Tu,WMC331434_GSM3496445_AB4238_Tu
349,W684140_GSM3496306_AB2492_Tumo,WMC693795_GSM3496469_AB5191_Tu
350,W693395_GSM3496330_AB2516_Tumo,W684353_GSM3496307_AB2493_Tumo
351,W844336_GSM3496362_AB2917_Tumo,WMC222436_GSM3496406_AB3946_Tu
352,W685612_GSM3496310_AB2496_Tumo,WMC291201_GSM3496425_AB4133_Tu
353,W688065_GSM3496316_AB2502_Tumo,WMC137652_GSM3496394_AB3725_Tu
354,WMC0035766_GSM3496372_AB3088_T,WMC623424_GSM3496456_AB5008_Tu
355,WMC0035934_GSM3496373_AB3089_T,WMC293152_GSM3496430_AB4138_Tu
356,WMC289639_GSM3496421_AB4129_Tu,W463780_GSM3496287_AB1891_Tumo
357,WMC219086_GSM3496398_AB3938_Tu,W544114_GSM3496295_AB2099_Tumo
358,WMC626474_GSM3496464_AB5016_Tu,W838633_GSM3496347_AB2902_Tumo
359,W463021_GSM3496286_AB1890_Tumo,W545484_GSM3496299_AB2103_Tumo
360,W689884_GSM3496321_AB2507_Tumo,WMC331532_GSM3496445_AB4238_Tu
361,WMC252426_GSM3496412_AB4032_Tu,W840238_GSM3496352_AB2907_Tumo
362,WMC810059_GSM3496488_AB5494_PB,W872236_GSM3496367_AB2990_Tumo
363,W689744_GSM3496321_AB2507_Tumo,WMC149305_GSM3496396_AB3755_Tu
364,WMC289571_GSM3496421_AB4129_Tu,W692381_GSM3496328_AB2514_Tumo
365,W685507_GSM3496310_AB2496_Tumo,W464297_GSM3496288_AB1892_Tumo
366,WMC810052_GSM3496488_AB5494_PB,WMC0036642_GSM3496375_AB3091_T
367,W687224_GSM3496314_AB2500_Tumo,WMC810344_GSM3496488_AB5494_PB
368,W688715_GSM3496318_AB2504_Tumo,W843513_GSM3496360_AB2915_Tumo
369,W703086_GSM3496336_AB2541_Tumo,WMC694078_GSM3496470_AB5192_Tu
370,WMC292823_GSM3496430_AB4138_Tu,W842714_GSM3496358_AB2913_Tumo
371,WMC291985_GSM3496427_AB4135_Tu,WMC0038844_GSM3496380_AB3096_T
372,W703285_GSM3496337_AB2542_Tumo,W542222_GSM3496290_AB2094_Tumo
373,W692370_GSM3496328_AB2514_Tumo,WMC0037500_GSM3496377_AB3093_T
374,WMC0032041_GSM3496369_AB3079_T,W694792_GSM3496334_AB2520_Tumo
375,WMC292058_GSM3496428_AB4136_Tu,WMC328468_GSM3496437_AB4230_Tu
376,W872350_GSM3496367_AB2990_Tumo,WMC149301_GSM3496396_AB3755_Tu
377,W685715_GSM3496310_AB2496_Tumo,WMC219254_GSM3496398_AB3938_Tu
378,WMC135213_GSM3496392_AB3718_Tu,W692628_GSM3496328_AB2514_Tumo
379,WMC291174_GSM3496425_AB4133_Tu,W542771_GSM3496292_AB2096_Tumo
380,WMC0038159_GSM3496379_AB3095_T,WMC379227_GSM3496451_AB4363_PB
381,WMC624562_GSM3496459_AB5011_Tu,WMC329829_GSM3496441_AB4234_Tu
382,W841570_GSM3496355_AB2910_Tumo,W689573_GSM3496320_AB2506_Tumo
383,WMC251476_GSM3496410_AB4030_Tu,WMC329684_GSM3496441_AB4234_Tu
384,WMC623810_GSM3496457_AB5009_Tu,WMC290716_GSM3496424_AB4132_Tu
385,WMC627422_GSM3496466_AB5018_Tu,WMC0037812_GSM3496378_AB3094_T
386,W694154_GSM3496332_AB2518_Tumo,W871737_GSM3496366_AB2989_Tumo
387,W686886_GSM3496313_AB2499_Tumo,WMC220267_GSM3496401_AB3941_Tu
388,WMC218940_GSM3496397_AB3937_Tu,WMC808611_GSM3496484_AB5490_PB
389,WMC327892_GSM3496436_AB4229_Tu,WMC291638_GSM3496427_AB4135_Tu
390,WMC287675_GSM3496416_AB4124_Tu,W843023_GSM3496359_AB2914_Tumo
391,W692657_GSM3496328_AB2514_Tumo,WMC138237_GSM3496395_AB3726_Tu
392,W837183_GSM3496344_AB2899_Tumo,W840381_GSM3496352_AB2907_Tumo
393,WMC809784_GSM3496487_AB5493_PB,WMC627304_GSM3496466_AB5018_Tu
394,W691117_GSM3496324_AB2510_Tumo,WMC0107407_GSM3496382_AB3275_T
395,WMC810361_GSM3496488_AB5494_PB,WMC331424_GSM3496445_AB4238_Tu
396,WMC0036112_GSM3496373_AB3089_T,WMC625093_GSM3496460_AB5012_Tu
397,WMC0108290_GSM3496384_AB3277_T,WMC380033_GSM3496453_AB4365_PB
398,W843069_GSM3496359_AB2914_Tumo,W690499_GSM3496323_AB2509_Tumo
399,WMC0032247_GSM3496369_AB3079_T,WMC293236_GSM3496431_AB4139_Tu
400,WMC288003_GSM3496417_AB4125_Tu,W872025_GSM3496366_AB2989_Tumo
401,W541927_GSM3496290_AB2094_Tumo,WMC331315_GSM3496445_AB4238_Tu
402,WMC250148_GSM3496407_AB4027_Tu,W872024_GSM3496366_AB2989_Tumo
403,WMC250954_GSM3496409_AB4029_Tu,WMC627212_GSM3496465_AB5017_Tu
404,W693317_GSM3496330_AB2516_Tumo,WMC627153_GSM3496465_AB5017_Tu
405,WMC808930_GSM3496485_AB5491_PB,WMC137926_GSM3496394_AB3725_Tu
406,W839082_GSM3496349_AB2904_Tumo,WMC287366_GSM3496415_AB4123_Tu
407,WMC0035639_GSM3496372_AB3088_T,W543199_GSM3496293_AB2097_Tumo
408,W842916_GSM3496359_AB2914_Tumo,W543208_GSM3496293_AB2097_Tumo
409,WMC290736_GSM3496424_AB4132_Tu,W688622_GSM3496318_AB2504_Tumo
410,WMC624608_GSM3496459_AB5011_Tu,WMC138192_GSM3496395_AB3726_Tu
411,W842678_GSM3496358_AB2913_Tumo,W685153_GSM3496309_AB2495_Tumo
412,WMC784616_GSM3496481_AB5427_PB,WMC330008_GSM3496441_AB4234_Tu
413,W839569_GSM3496350_AB2905_Tumo,WMC328459_GSM3496437_AB4230_Tu
414,WMC0034944_GSM3496370_AB3086_T,WMC331520_GSM3496445_AB4238_Tu
415,WMC218680_GSM3496397_AB3937_Tu,WMC809326_GSM3496486_AB5492_PB
416,WMC219125_GSM3496398_AB3938_Tu,WMC251655_GSM3496410_AB4030_Tu
417,WMC291235_GSM3496426_AB4134_Tu,WMC291931_GSM3496427_AB4135_Tu
418,WMC251620_GSM3496410_AB4030_Tu,W464621_GSM3496288_AB1892_Tumo
419,WMC0034972_GSM3496370_AB3086_T,WMC149485_GSM3496396_AB3755_Tu
420,WMC287985_GSM3496417_AB4125_Tu,WMC0036813_GSM3496375_AB3091_T
421,WMC292217_GSM3496428_AB4136_Tu,WMC331879_GSM3496446_AB4239_Tu
422,WMC626927_GSM3496465_AB5017_Tu,WMC331200_GSM3496445_AB4238_Tu
423,W841924_GSM3496356_AB2911_Tumo,WMC134956_GSM3496392_AB3718_Tu
424,WMC0035247_GSM3496371_AB3087_T,W871740_GSM3496366_AB2989_Tumo
425,W687493_GSM3496315_AB2501_Tumo,W542374_GSM3496291_AB2095_Tumo
426,WMC0035886_GSM3496373_AB3089_T,WMC286649_GSM3496414_AB4122_Tu
427,W686318_GSM3496312_AB2498_Tumo,WMC627896_GSM3496467_AB5019_Tu
428,W689362_GSM3496320_AB2506_Tumo,WMC331824_GSM3496446_AB4239_Tu
429,W843545_GSM3496360_AB2915_Tumo,W692892_GSM3496329_AB2515_Tumo
430,WMC220223_GSM3496401_AB3941_Tu,W686493_GSM3496312_AB2498_Tumo
431,WMC0036841_GSM3496375_AB3091_T,WMC135155_GSM3496392_AB3718_Tu
432,WMC251547_GSM3496410_AB4030_Tu,WMC329693_GSM3496441_AB4234_Tu
433,WMC808700_GSM3496484_AB5490_PB,W843098_GSM3496359_AB2914_Tumo
434,W691100_GSM3496324_AB2510_Tumo,WMC149159_GSM3496396_AB3755_Tu
435,WMC331666_GSM3496446_AB4239_Tu,W688087_GSM3496316_AB2502_Tumo
436,WMC331130_GSM3496444_AB4237_Tu,WMC294970_GSM3496435_AB4143_Tu
437,W685596_GSM3496310_AB2496_Tumo,WMC286306_GSM3496413_AB4121_Tu
438,W688871_GSM3496318_AB2504_Tumo,WMC329800_GSM3496441_AB4234_Tu
439,WMC149226_GSM3496396_AB3755_Tu,WMC329168_GSM3496439_AB4232_Tu
440,WMC330437_GSM3496443_AB4236_Tu,W687071_GSM3496314_AB2500_Tumo
441,WMC0034889_GSM3496370_AB3086_T,WMC0032102_GSM3496369_AB3079_T
442,WMC288109_GSM3496417_AB4125_Tu,W690543_GSM3496323_AB2509_Tumo
443,WMC810213_GSM3496488_AB5494_PB,W542469_GSM3496291_AB2095_Tumo
444,WMC0109211_GSM3496387_AB3280_T,W872331_GSM3496367_AB2990_Tumo
445,WMC0038238_GSM3496379_AB3095_T,WMC381052_GSM3496455_AB4367_PB
446,W694129_GSM3496332_AB2518_Tumo,W840483_GSM3496352_AB2907_Tumo
447,W843724_GSM3496361_AB2916_Tumo,W851527_GSM3496365_AB2936_Tumo
448,WMC293894_GSM3496432_AB4140_Tu,W703188_GSM3496337_AB2542_Tumo
449,W841735_GSM3496355_AB2910_Tumo,WMC329920_GSM3496441_AB4234_Tu
450,WMC625109_GSM3496460_AB5012_Tu,WMC0035301_GSM3496371_AB3087_T
451,W544902_GSM3496297_AB2101_Tumo,WMC291519_GSM3496426_AB4134_Tu
452,W839380_GSM3496349_AB2904_Tumo,W692545_GSM3496328_AB2514_Tumo
453,WMC0108220_GSM3496384_AB3277_T,WMC293124_GSM3496430_AB4138_Tu
454,WMC0031983_GSM3496368_AB3078_T,W702859_GSM3496336_AB2541_Tumo
455,W689262_GSM3496319_AB2505_Tumo,WMC290601_GSM3496424_AB4132_Tu
456,W692222_GSM3496327_AB2513_Tumo,WMC149186_GSM3496396_AB3755_Tu
457,WMC0034693_GSM3496370_AB3086_T,WMC220465_GSM3496401_AB3941_Tu
458,WMC0034756_GSM3496370_AB3086_T,WMC625713_GSM3496462_AB5014_Tu
459,WMC252025_GSM3496411_AB4031_Tu,WMC0037806_GSM3496378_AB3094_T
460,WMC0037473_GSM3496377_AB3093_T,WMC218941_GSM3496397_AB3937_Tu
461,WMC218724_GSM3496397_AB3937_Tu,W541583_GSM3496289_AB2093_Tumo
462,W837835_GSM3496345_AB2900_Tumo,WMC0037907_GSM3496378_AB3094_T
463,WMC287380_GSM3496415_AB4123_Tu,WMC809942_GSM3496487_AB5493_PB
464,WMC292585_GSM3496429_AB4137_Tu,W707497_GSM3496340_AB2553_Tumo
465,WMC135025_GSM3496392_AB3718_Tu,W694985_GSM3496334_AB2520_Tumo
466,WMC0109130_GSM3496386_AB3279_T,WMC149245_GSM3496396_AB3755_Tu
467,WMC696756_GSM3496477_AB5199_Tu,WMC149409_GSM3496396_AB3755_Tu
468,WMC293524_GSM3496431_AB4139_Tu,W843433_GSM3496360_AB2915_Tumo
469,W714250_GSM3496341_AB2570_Tumo,W871977_GSM3496366_AB2989_Tumo
470,WMC292391_GSM3496429_AB4137_Tu,WMC329675_GSM3496441_AB4234_Tu
471,WMC135327_GSM3496392_AB3718_Tu,WMC329013_GSM3496439_AB4232_Tu
472,WMC287586_GSM3496416_AB4124_Tu,W463779_GSM3496287_AB1891_Tumo
473,W841617_GSM3496355_AB2910_Tumo,WMC138336_GSM3496395_AB3726_Tu
474,W839503_GSM3496350_AB2905_Tumo,W843945_GSM3496361_AB2916_Tumo
475,W686955_GSM3496313_AB2499_Tumo,WMC783921_GSM3496480_AB5426_PB
476,W703316_GSM3496337_AB2542_Tumo,W843705_GSM3496361_AB2916_Tumo
477,W840421_GSM3496352_AB2907_Tumo,WMC329925_GSM3496441_AB4234_Tu
478,W542289_GSM3496291_AB2095_Tumo,W690709_GSM3496323_AB2509_Tumo
479,WMC286910_GSM3496414_AB4122_Tu,WMC329861_GSM3496441_AB4234_Tu
480,WMC0034962_GSM3496370_AB3086_T,W689710_GSM3496321_AB2507_Tumo
481,W843307_GSM3496360_AB2915_Tumo,WMC0031824_GSM3496368_AB3078_T
482,W686795_GSM3496313_AB2499_Tumo,W462831_GSM3496286_AB1890_Tumo
483,W839863_GSM3496351_AB2906_Tumo,W464607_GSM3496288_AB1892_Tumo
484,WMC809262_GSM3496486_AB5492_PB,W683925_GSM3496306_AB2492_Tumo
485,WMC288625_GSM3496419_AB4127_Tu,WMC328799_GSM3496438_AB4231_Tu
486,WMC286693_GSM3496414_AB4122_Tu,W703634_GSM3496338_AB2543_Tumo
487,WMC0036908_GSM3496375_AB3091_T,W688855_GSM3496318_AB2504_Tumo
488,W688080_GSM3496316_AB2502_Tumo,W713942_GSM3496341_AB2570_Tumo
489,WMC0108405_GSM3496385_AB3278_T,WMC288576_GSM3496419_AB4127_Tu
490,WMC294362_GSM3496434_AB4142_Tu,WMC331339_GSM3496445_AB4238_Tu
491,WMC0035611_GSM3496372_AB3088_T,W544175_GSM3496296_AB2100_Tumo
492,W691644_GSM3496326_AB2512_Tumo,WMC0036537_GSM3496374_AB3090_T
493,WMC784272_GSM3496480_AB5426_PB,WMC0037400_GSM3496377_AB3093_T
494,WMC809472_GSM3496486_AB5492_PB,W688599_GSM3496318_AB2504_Tumo
495,WMC0035586_GSM3496372_AB3088_T,WMC138335_GSM3496395_AB3726_Tu
496,WMC626272_GSM3496463_AB5015_Tu,W715761_GSM3496342_AB2574_Tumo
497,W687466_GSM3496315_AB2501_Tumo,W695005_GSM3496334_AB2520_Tumo
498,WMC292778_GSM3496430_AB4138_Tu,W851562_GSM3496365_AB2936_Tumo
499,W837587_GSM3496345_AB2900_Tumo,W841013_GSM3496354_AB2909_Tumo
500,W842167_GSM3496357_AB2912_Tumo,WMC287392_GSM3496415_AB4123_Tu
501,WMC0108641_GSM3496385_AB3278_T,W690730_GSM3496323_AB2509_Tumo
502,WMC694875_GSM3496472_AB5194_Tu,WMC149154_GSM3496396_AB3755_Tu
503,WMC252283_GSM3496412_AB4032_Tu,WMC291133_GSM3496425_AB4133_Tu
504,W842412_GSM3496357_AB2912_Tumo,W687665_GSM3496315_AB2501_Tumo
505,WMC624886_GSM3496459_AB5011_Tu,WMC286254_GSM3496413_AB4121_Tu
506,WMC0037580_GSM3496377_AB3093_T,WMC627338_GSM3496466_AB5018_Tu
507,WMC0037970_GSM3496378_AB3094_T,W841868_GSM3496356_AB2911_Tumo
508,W706159_GSM3496339_AB2549_Tumo,W695086_GSM3496335_AB2521_Tumo
509,WMC294623_GSM3496434_AB4142_Tu,WMC222331_GSM3496406_AB3946_Tu
510,W871833_GSM3496366_AB2989_Tumo,W707602_GSM3496340_AB2553_Tumo
511,WMC0038854_GSM3496380_AB3096_T,W842638_GSM3496358_AB2913_Tumo
512,W686909_GSM3496313_AB2499_Tumo,W715483_GSM3496342_AB2574_Tumo
513,WMC289612_GSM3496421_AB4129_Tu,W692843_GSM3496329_AB2515_Tumo
514,WMC0035259_GSM3496371_AB3087_T,WMC808966_GSM3496485_AB5491_PB
515,W542478_GSM3496291_AB2095_Tumo,WMC252355_GSM3496412_AB4032_Tu
516,W691282_GSM3496325_AB2511_Tumo,W841859_GSM3496356_AB2911_Tumo
517,WMC624713_GSM3496459_AB5011_Tu,W871973_GSM3496366_AB2989_Tumo
518,W686782_GSM3496313_AB2499_Tumo,WMC292284_GSM3496428_AB4136_Tu
519,W692041_GSM3496327_AB2513_Tumo,W690816_GSM3496323_AB2509_Tumo
520,WMC693669_GSM3496469_AB5191_Tu,WMC0038516_GSM3496380_AB3096_T
521,WMC808713_GSM3496484_AB5490_PB,W842216_GSM3496357_AB2912_Tumo
522,WMC330548_GSM3496443_AB4236_Tu,WMC329150_GSM3496439_AB4232_Tu
523,W841052_GSM3496354_AB2909_Tumo,W692996_GSM3496329_AB2515_Tumo
524,W692824_GSM3496329_AB2515_Tumo,WMC785349_GSM3496483_AB5429_PB
525,WMC0037561_GSM3496377_AB3093_T,W695263_GSM3496335_AB2521_Tumo
526,WMC218741_GSM3496397_AB3937_Tu,W838297_GSM3496347_AB2902_Tumo
527,WMC288518_GSM3496418_AB4126_Tu,WMC251665_GSM3496410_AB4030_Tu
528,WMC0109034_GSM3496386_AB3279_T,WMC329086_GSM3496439_AB4232_Tu
529,W703194_GSM3496337_AB2542_Tumo,WMC331816_GSM3496446_AB4239_Tu
530,WMC288094_GSM3496417_AB4125_Tu,WMC329647_GSM3496441_AB4234_Tu
531,WMC138083_GSM3496395_AB3726_Tu,WMC329692_GSM3496441_AB4234_Tu
532,W840437_GSM3496352_AB2907_Tumo,WMC291293_GSM3496426_AB4134_Tu
533,WMC292003_GSM3496428_AB4136_Tu,W689790_GSM3496321_AB2507_Tumo
534,WMC294821_GSM3496435_AB4143_Tu,WMC0038246_GSM3496379_AB3095_T
535,W703344_GSM3496337_AB2542_Tumo,W547303_GSM3496304_AB2108_Tumo
536,W871887_GSM3496366_AB2989_Tumo,W693531_GSM3496331_AB2517_Tumo
537,W839264_GSM3496349_AB2904_Tumo,WMC0032364_GSM3496369_AB3079_T
538,WMC626369_GSM3496463_AB5015_Tu,WMC0038109_GSM3496378_AB3094_T
539,WMC288675_GSM3496419_AB4127_Tu,WMC0032316_GSM3496369_AB3079_T
540,WMC623874_GSM3496457_AB5009_Tu,WMC0106977_GSM3496381_AB3274_T
541,WMC0109744_GSM3496388_AB3281_T,WMC290998_GSM3496425_AB4133_Tu
542,W692572_GSM3496328_AB2514_Tumo,W685379_GSM3496309_AB2495_Tumo
543,W842251_GSM3496357_AB2912_Tumo,W690817_GSM3496323_AB2509_Tumo
544,W707435_GSM3496340_AB2553_Tumo,W843997_GSM3496361_AB2916_Tumo
545,WMC0037904_GSM3496378_AB3094_T,WMC137644_GSM3496394_AB3725_Tu
546,W690088_GSM3496322_AB2508_Tumo,WMC220225_GSM3496401_AB3941_Tu
547,W702788_GSM3496336_AB2541_Tumo,W694125_GSM3496332_AB2518_Tumo
548,WMC288104_GSM3496417_AB4125_Tu,WMC135607_GSM3496393_AB3719_Tu
549,WMC293692_GSM3496432_AB4140_Tu,WMC149287_GSM3496396_AB3755_Tu
550,WMC0037881_GSM3496378_AB3094_T,WMC291874_GSM3496427_AB4135_Tu
551,WMC0035733_GSM3496372_AB3088_T,WMC329357_GSM3496440_AB4233_Tu
552,W844296_GSM3496362_AB2917_Tumo,W463769_GSM3496287_AB1891_Tumo
553,W686625_GSM3496313_AB2499_Tumo,W702806_GSM3496336_AB2541_Tumo
554,W872100_GSM3496367_AB2990_Tumo,WMC251085_GSM3496409_AB4029_Tu
555,W463066_GSM3496286_AB1890_Tumo,W702960_GSM3496336_AB2541_Tumo
556,WMC0108292_GSM3496384_AB3277_T,W686006_GSM3496311_AB2497_Tumo
557,WMC0109127_GSM3496386_AB3279_T,WMC252428_GSM3496412_AB4032_Tu
558,W685068_GSM3496308_AB2494_Tumo,WMC331325_GSM3496445_AB4238_Tu
559,W693334_GSM3496330_AB2516_Tumo,W688598_GSM3496318_AB2504_Tumo
560,WMC291993_GSM3496427_AB4135_Tu,WMC808889_GSM3496485_AB5491_PB
561,WMC291257_GSM3496426_AB4134_Tu,W839924_GSM3496351_AB2906_Tumo
562,WMC251564_GSM3496410_AB4030_Tu,WMC291474_GSM3496426_AB4134_Tu
563,W691816_GSM3496326_AB2512_Tumo,WMC329578_GSM3496440_AB4233_Tu
564,W689742_GSM3496321_AB2507_Tumo,W684526_GSM3496307_AB2493_Tumo
565,WMC292000_GSM3496427_AB4135_Tu,WMC0110296_GSM3496389_AB3282_T
566,W688936_GSM3496319_AB2505_Tumo,W707689_GSM3496340_AB2553_Tumo
567,WMC294230_GSM3496433_AB4141_Tu,W689205_GSM3496319_AB2505_Tumo
568,WMC294466_GSM3496434_AB4142_Tu,W841880_GSM3496356_AB2911_Tumo
569,WMC291709_GSM3496427_AB4135_Tu,WMC288582_GSM3496419_AB4127_Tu
570,WMC0036550_GSM3496374_AB3090_T,WMC290887_GSM3496425_AB4133_Tu
571,WMC290936_GSM3496425_AB4133_Tu,WMC0036381_GSM3496374_AB3090_T
572,WMC286930_GSM3496414_AB4122_Tu,W702776_GSM3496336_AB2541_Tumo
573,WMC286552_GSM3496413_AB4121_Tu,W871810_GSM3496366_AB2989_Tumo
574,W690398_GSM3496322_AB2508_Tumo,WMC0035764_GSM3496372_AB3088_T
575,W689168_GSM3496319_AB2505_Tumo,W695316_GSM3496335_AB2521_Tumo
576,W693088_GSM3496329_AB2515_Tumo,W713873_GSM3496341_AB2570_Tumo
577,W687731_GSM3496315_AB2501_Tumo,WMC250935_GSM3496409_AB4029_Tu
578,W545202_GSM3496298_AB2102_Tumo,W544305_GSM3496296_AB2100_Tumo
579,W542178_GSM3496290_AB2094_Tumo,W840329_GSM3496352_AB2907_Tumo
580,WMC0035493_GSM3496372_AB3088_T,W841329_GSM3496354_AB2909_Tumo
581,WMC290463_GSM3496423_AB4131_Tu,W544517_GSM3496296_AB2100_Tumo
582,WMC294277_GSM3496433_AB4141_Tu,W703576_GSM3496338_AB2543_Tumo
583,WMC0038804_GSM3496380_AB3096_T,WMC624949_GSM3496460_AB5012_Tu
584,WMC626560_GSM3496464_AB5016_Tu,W694380_GSM3496333_AB2519_Tumo
585,W692667_GSM3496328_AB2514_Tumo,WMC0036437_GSM3496374_AB3090_T
586,W694875_GSM3496334_AB2520_Tumo,W838617_GSM3496347_AB2902_Tumo
587,WMC250776_GSM3496408_AB4028_Tu,W841915_GSM3496356_AB2911_Tumo
588,W684727_GSM3496308_AB2494_Tumo,W543972_GSM3496295_AB2099_Tumo
589,WMC380718_GSM3496455_AB4367_PB,W851503_GSM3496365_AB2936_Tumo
590,W839554_GSM3496350_AB2905_Tumo,W541608_GSM3496289_AB2093_Tumo
591,W686678_GSM3496313_AB2499_Tumo,WMC0034778_GSM3496370_AB3086_T
592,W543064_GSM3496293_AB2097_Tumo,WMC331624_GSM3496446_AB4239_Tu
593,W684166_GSM3496306_AB2492_Tumo,W714253_GSM3496341_AB2570_Tumo
594,WMC0036959_GSM3496375_AB3091_T,W691065_GSM3496324_AB2510_Tumo
595,W687190_GSM3496314_AB2500_Tumo,W693181_GSM3496330_AB2516_Tumo
596,WMC221927_GSM3496405_AB3945_Tu,W546347_GSM3496301_AB2105_Tumo
597,W685210_GSM3496309_AB2495_Tumo,WMC0036511_GSM3496374_AB3090_T
598,WMC289677_GSM3496421_AB4129_Tu,WMC288248_GSM3496418_AB4126_Tu
599,W685381_GSM3496309_AB2495_Tumo,W693281_GSM3496330_AB2516_Tumo
600,WMC289619_GSM3496421_AB4129_Tu,WMC696021_GSM3496475_AB5197_Tu
601,WMC251166_GSM3496409_AB4029_Tu,WMC137835_GSM3496394_AB3725_Tu
602,WMC0037471_GSM3496377_AB3093_T,WMC809903_GSM3496487_AB5493_PB
603,WMC0036131_GSM3496373_AB3089_T,WMC328709_GSM3496438_AB4231_Tu
604,WMC293557_GSM3496432_AB4140_Tu,W694418_GSM3496333_AB2519_Tumo
605,WMC290342_GSM3496423_AB4131_Tu,WMC222031_GSM3496405_AB3945_Tu
606,WMC286469_GSM3496413_AB4121_Tu,W871957_GSM3496366_AB2989_Tumo
607,W690293_GSM3496322_AB2508_Tumo,W844802_GSM3496363_AB2918_Tumo
608,W693398_GSM3496330_AB2516_Tumo,W871942_GSM3496366_AB2989_Tumo
609,W688588_GSM3496318_AB2504_Tumo,W463715_GSM3496287_AB1891_Tumo
610,W851467_GSM3496365_AB2936_Tumo,WMC289734_GSM3496422_AB4130_Tu
611,WMC0037563_GSM3496377_AB3093_T,W840242_GSM3496352_AB2907_Tumo
612,W684104_GSM3496306_AB2492_Tumo,WMC294431_GSM3496434_AB4142_Tu
613,W685630_GSM3496310_AB2496_Tumo,WMC329415_GSM3496440_AB4233_Tu
614,WMC0038066_GSM3496378_AB3094_T,W872157_GSM3496367_AB2990_Tumo
615,WMC291132_GSM3496425_AB4133_Tu,WMC0032151_GSM3496369_AB3079_T
616,W685868_GSM3496311_AB2497_Tumo,WMC380199_GSM3496453_AB4365_PB
617,WMC290850_GSM3496425_AB4133_Tu,WMC696941_GSM3496477_AB5199_Tu
618,WMC288311_GSM3496418_AB4126_Tu,W703379_GSM3496337_AB2542_Tumo
619,WMC293946_GSM3496433_AB4141_Tu,WMC808875_GSM3496485_AB5491_PB
620,WMC0035225_GSM3496371_AB3087_T,W694218_GSM3496332_AB2518_Tumo
621,WMC784215_GSM3496480_AB5426_PB,W543799_GSM3496295_AB2099_Tumo
622,WMC138243_GSM3496395_AB3726_Tu,W844653_GSM3496363_AB2918_Tumo
623,W843981_GSM3496361_AB2916_Tumo,W839956_GSM3496351_AB2906_Tumo
