,Cluster_0,Cluster_1
8412,WMC295011_GSM3496435_AB4143_Tu,WMC137962_GSM3496394_AB3725_Tu
8413,WMC219729_GSM3496399_AB3939_Tu,WMC626975_GSM3496465_AB5017_Tu
8414,W871755_GSM3496366_AB2989_Tumo,W841222_GSM3496354_AB2909_Tumo
8415,W687920_GSM3496316_AB2502_Tumo,W692788_GSM3496329_AB2515_Tumo
8416,W839098_GSM3496349_AB2904_Tumo,W685239_GSM3496309_AB2495_Tumo
8417,WMC379844_GSM3496452_AB4364_PB,W695157_GSM3496335_AB2521_Tumo
8418,W839543_GSM3496350_AB2905_Tumo,W872357_GSM3496367_AB2990_Tumo
8419,W687430_GSM3496315_AB2501_Tumo,WMC0035806_GSM3496372_AB3088_T
8420,WMC624366_GSM3496458_AB5010_Tu,WMC331403_GSM3496445_AB4238_Tu
8421,WMC286874_GSM3496414_AB4122_Tu,WMC286417_GSM3496413_AB4121_Tu
8422,WMC0037734_GSM3496377_AB3093_T,WMC287144_GSM3496415_AB4123_Tu
8423,WMC0035711_GSM3496372_AB3088_T,WMC0036451_GSM3496374_AB3090_T
8424,W692827_GSM3496329_AB2515_Tumo,W851392_GSM3496365_AB2936_Tumo
8425,WMC287334_GSM3496415_AB4123_Tu,W841692_GSM3496355_AB2910_Tumo
8426,W688878_GSM3496318_AB2504_Tumo,W842141_GSM3496357_AB2912_Tumo
8427,W692926_GSM3496329_AB2515_Tumo,WMC294735_GSM3496435_AB4143_Tu
8428,W462053_GSM3496285_AB1889_Tumo,WMC0107487_GSM3496382_AB3275_T
8429,W546823_GSM3496302_AB2106_Tumo,WMC286598_GSM3496413_AB4121_Tu
8430,W686278_GSM3496312_AB2498_Tumo,W463640_GSM3496287_AB1891_Tumo
8431,WMC0037593_GSM3496377_AB3093_T,WMC627211_GSM3496465_AB5017_Tu
8432,WMC0037158_GSM3496376_AB3092_T,WMC627215_GSM3496465_AB5017_Tu
8433,WMC381073_GSM3496455_AB4367_PB,W841004_GSM3496354_AB2909_Tumo
8434,W842043_GSM3496356_AB2911_Tumo,WMC331460_GSM3496445_AB4238_Tu
8435,WMC0036209_GSM3496374_AB3090_T,WMC291268_GSM3496426_AB4134_Tu
8436,WMC292400_GSM3496429_AB4137_Tu,WMC149500_GSM3496396_AB3755_Tu
8437,WMC0107678_GSM3496383_AB3276_T,WMC293573_GSM3496432_AB4140_Tu
8438,W843598_GSM3496360_AB2915_Tumo,W703015_GSM3496336_AB2541_Tumo
8439,WMC252349_GSM3496412_AB4032_Tu,WMC381054_GSM3496455_AB4367_PB
8440,WMC381048_GSM3496455_AB4367_PB,WMC135410_GSM3496393_AB3719_Tu
8441,W689460_GSM3496320_AB2506_Tumo,W842546_GSM3496358_AB2913_Tumo
8442,WMC289195_GSM3496420_AB4128_Tu,WMC331552_GSM3496445_AB4238_Tu
8443,WMC0035933_GSM3496373_AB3089_T,WMC331547_GSM3496445_AB4238_Tu
8444,WMC626018_GSM3496462_AB5014_Tu,WMC331921_GSM3496446_AB4239_Tu
8445,WMC808809_GSM3496484_AB5490_PB,WMC0036072_GSM3496373_AB3089_T
8446,WMC380045_GSM3496453_AB4365_PB,W542532_GSM3496291_AB2095_Tumo
8447,WMC0036802_GSM3496375_AB3091_T,W843503_GSM3496360_AB2915_Tumo
8448,WMC294612_GSM3496434_AB4142_Tu,W695153_GSM3496335_AB2521_Tumo
8449,W843836_GSM3496361_AB2916_Tumo,WMC222202_GSM3496406_AB3946_Tu
8450,WMC135168_GSM3496392_AB3718_Tu,WMC222164_GSM3496406_AB3946_Tu
8451,W685124_GSM3496309_AB2495_Tumo,WMC137877_GSM3496394_AB3725_Tu
8452,W842586_GSM3496358_AB2913_Tumo,WMC0037757_GSM3496378_AB3094_T
8453,W694534_GSM3496333_AB2519_Tumo,WMC331284_GSM3496445_AB4238_Tu
8454,W844636_GSM3496363_AB2918_Tumo,WMC331207_GSM3496445_AB4238_Tu
8455,W703645_GSM3496338_AB2543_Tumo,W707391_GSM3496340_AB2553_Tumo
8456,WMC809255_GSM3496486_AB5492_PB,WMC149181_GSM3496396_AB3755_Tu
8457,W839078_GSM3496349_AB2904_Tumo,W872011_GSM3496366_AB2989_Tumo
8458,WMC294377_GSM3496434_AB4142_Tu,W843278_GSM3496359_AB2914_Tumo
8459,WMC135471_GSM3496393_AB3719_Tu,WMC329960_GSM3496441_AB4234_Tu
8460,W707615_GSM3496340_AB2553_Tumo,WMC0037276_GSM3496376_AB3092_T
8461,W684736_GSM3496308_AB2494_Tumo,W690613_GSM3496323_AB2509_Tumo
8462,W691101_GSM3496324_AB2510_Tumo,W843286_GSM3496360_AB2915_Tumo
8463,W546816_GSM3496302_AB2106_Tumo,WMC627007_GSM3496465_AB5017_Tu
8464,W691161_GSM3496324_AB2510_Tumo,WMC331028_GSM3496444_AB4237_Tu
8465,WMC288139_GSM3496417_AB4125_Tu,W845165_GSM3496364_AB2919_Tumo
8466,WMC0108393_GSM3496384_AB3277_T,WMC293051_GSM3496430_AB4138_Tu
8467,W706177_GSM3496339_AB2549_Tumo,WMC288193_GSM3496418_AB4126_Tu
8468,WMC135379_GSM3496393_AB3719_Tu,W464597_GSM3496288_AB1892_Tumo
8469,WMC218742_GSM3496397_AB3937_Tu,W843328_GSM3496360_AB2915_Tumo
8470,WMC290949_GSM3496425_AB4133_Tu,WMC137995_GSM3496394_AB3725_Tu
8471,WMC809545_GSM3496486_AB5492_PB,WMC696645_GSM3496476_AB5198_Tu
8472,W695020_GSM3496334_AB2520_Tumo,WMC0037341_GSM3496376_AB3092_T
8473,WMC0038692_GSM3496380_AB3096_T,WMC0035390_GSM3496371_AB3087_T
8474,WMC286692_GSM3496414_AB4122_Tu,WMC809353_GSM3496486_AB5492_PB
8475,WMC218689_GSM3496397_AB3937_Tu,W542352_GSM3496291_AB2095_Tumo
8476,W685297_GSM3496309_AB2495_Tumo,W840569_GSM3496352_AB2907_Tumo
8477,W841714_GSM3496355_AB2910_Tumo,WMC0037181_GSM3496376_AB3092_T
8478,WMC0036971_GSM3496375_AB3091_T,WMC0037207_GSM3496376_AB3092_T
8479,WMC288082_GSM3496417_AB4125_Tu,W843762_GSM3496361_AB2916_Tumo
8480,W686675_GSM3496313_AB2499_Tumo,WMC222264_GSM3496406_AB3946_Tu
8481,W541862_GSM3496290_AB2094_Tumo,WMC287383_GSM3496415_AB4123_Tu
8482,W692116_GSM3496327_AB2513_Tumo,WMC0035197_GSM3496371_AB3087_T
8483,W544124_GSM3496295_AB2099_Tumo,W688946_GSM3496319_AB2505_Tumo
8484,WMC809484_GSM3496486_AB5492_PB,W693130_GSM3496329_AB2515_Tumo
8485,WMC0035839_GSM3496373_AB3089_T,W837931_GSM3496346_AB2901_Tumo
8486,WMC0035894_GSM3496373_AB3089_T,W542926_GSM3496292_AB2096_Tumo
8487,WMC291194_GSM3496425_AB4133_Tu,WMC624964_GSM3496460_AB5012_Tu
8488,W841335_GSM3496354_AB2909_Tumo,WMC331534_GSM3496445_AB4238_Tu
8489,W693494_GSM3496330_AB2516_Tumo,WMC0037923_GSM3496378_AB3094_T
8490,WMC287488_GSM3496416_AB4124_Tu,WMC222207_GSM3496406_AB3946_Tu
8491,WMC288987_GSM3496420_AB4128_Tu,W685678_GSM3496310_AB2496_Tumo
8492,WMC137883_GSM3496394_AB3725_Tu,WMC149247_GSM3496396_AB3755_Tu
8493,WMC0038543_GSM3496380_AB3096_T,WMC626779_GSM3496464_AB5016_Tu
8494,WMC251930_GSM3496411_AB4031_Tu,W686805_GSM3496313_AB2499_Tumo
8495,W851417_GSM3496365_AB2936_Tumo,WMC328102_GSM3496437_AB4230_Tu
8496,W684176_GSM3496306_AB2492_Tumo,W689819_GSM3496321_AB2507_Tumo
8497,W683946_GSM3496306_AB2492_Tumo,W463619_GSM3496287_AB1891_Tumo
8498,WMC331359_GSM3496445_AB4238_Tu,WMC222133_GSM3496406_AB3946_Tu
8499,WMC286512_GSM3496413_AB4121_Tu,WMC623737_GSM3496456_AB5008_Tu
8500,WMC379455_GSM3496451_AB4363_PB,WMC0038114_GSM3496378_AB3094_T
8501,WMC149501_GSM3496396_AB3755_Tu,W851396_GSM3496365_AB2936_Tumo
8502,WMC220473_GSM3496401_AB3941_Tu,WMC0035587_GSM3496372_AB3088_T
8503,W694681_GSM3496334_AB2520_Tumo,WMC331871_GSM3496446_AB4239_Tu
8504,WMC218699_GSM3496397_AB3937_Tu,W839728_GSM3496350_AB2905_Tumo
8505,WMC328295_GSM3496437_AB4230_Tu,W543177_GSM3496293_AB2097_Tumo
8506,WMC380579_GSM3496454_AB4366_PB,W707721_GSM3496340_AB2553_Tumo
8507,W689071_GSM3496319_AB2505_Tumo,W851399_GSM3496365_AB2936_Tumo
8508,WMC293434_GSM3496431_AB4139_Tu,W684021_GSM3496306_AB2492_Tumo
8509,W703571_GSM3496338_AB2543_Tumo,W871978_GSM3496366_AB2989_Tumo
8510,W691901_GSM3496326_AB2512_Tumo,WMC0036195_GSM3496373_AB3089_T
8511,W694581_GSM3496333_AB2519_Tumo,W872003_GSM3496366_AB2989_Tumo
8512,W694934_GSM3496334_AB2520_Tumo,WMC330253_GSM3496442_AB4235_Tu
8513,WMC0031837_GSM3496368_AB3078_T,WMC294767_GSM3496435_AB4143_Tu
8514,W688160_GSM3496317_AB2503_Tumo,W547107_GSM3496303_AB2107_Tumo
8515,WMC135100_GSM3496392_AB3718_Tu,W841672_GSM3496355_AB2910_Tumo
8516,WMC0035415_GSM3496371_AB3087_T,WMC251074_GSM3496409_AB4029_Tu
8517,W838083_GSM3496346_AB2901_Tumo,W688696_GSM3496318_AB2504_Tumo
8518,WMC293034_GSM3496430_AB4138_Tu,W842649_GSM3496358_AB2913_Tumo
8519,WMC0038399_GSM3496379_AB3095_T,W707463_GSM3496340_AB2553_Tumo
8520,W688634_GSM3496318_AB2504_Tumo,W461986_GSM3496285_AB1889_Tumo
8521,W838807_GSM3496348_AB2903_Tumo,WMC0036685_GSM3496375_AB3091_T
8522,WMC808564_GSM3496484_AB5490_PB,W840847_GSM3496353_AB2908_Tumo
8523,W541993_GSM3496290_AB2094_Tumo,W689282_GSM3496319_AB2505_Tumo
8524,WMC287662_GSM3496416_AB4124_Tu,WMC149446_GSM3496396_AB3755_Tu
8525,W688464_GSM3496317_AB2503_Tumo,WMC380953_GSM3496455_AB4367_PB
8526,WMC694859_GSM3496472_AB5194_Tu,WMC292106_GSM3496428_AB4136_Tu
8527,WMC286696_GSM3496414_AB4122_Tu,W688238_GSM3496317_AB2503_Tumo
8528,WMC808802_GSM3496484_AB5490_PB,WMC219170_GSM3496398_AB3938_Tu
8529,WMC251362_GSM3496410_AB4030_Tu,WMC331309_GSM3496445_AB4238_Tu
8530,WMC294068_GSM3496433_AB4141_Tu,WMC328961_GSM3496439_AB4232_Tu
8531,W692056_GSM3496327_AB2513_Tumo,WMC327736_GSM3496436_AB4229_Tu
8532,WMC251575_GSM3496410_AB4030_Tu,W683561_GSM3496305_AB2491_Tumo
8533,W685421_GSM3496309_AB2495_Tumo,W694032_GSM3496332_AB2518_Tumo
8534,W690717_GSM3496323_AB2509_Tumo,W689725_GSM3496321_AB2507_Tumo
8535,WMC293896_GSM3496432_AB4140_Tu,W841440_GSM3496355_AB2910_Tumo
8536,WMC624144_GSM3496457_AB5009_Tu,WMC293913_GSM3496432_AB4140_Tu
8537,W544519_GSM3496296_AB2100_Tumo,W707461_GSM3496340_AB2553_Tumo
8538,W844175_GSM3496362_AB2917_Tumo,WMC627872_GSM3496467_AB5019_Tu
8539,WMC810041_GSM3496488_AB5494_PB,WMC327812_GSM3496436_AB4229_Tu
8540,W685503_GSM3496310_AB2496_Tumo,W842089_GSM3496356_AB2911_Tumo
8541,WMC0107122_GSM3496381_AB3274_T,W694219_GSM3496332_AB2518_Tumo
8542,WMC219454_GSM3496399_AB3939_Tu,WMC287650_GSM3496416_AB4124_Tu
8543,W543540_GSM3496294_AB2098_Tumo,WMC0037628_GSM3496377_AB3093_T
8544,W688163_GSM3496317_AB2503_Tumo,WMC292654_GSM3496429_AB4137_Tu
8545,W842675_GSM3496358_AB2913_Tumo,WMC0037482_GSM3496377_AB3093_T
8546,WMC0108530_GSM3496385_AB3278_T,W543882_GSM3496295_AB2099_Tumo
8547,W694023_GSM3496332_AB2518_Tumo,W693154_GSM3496330_AB2516_Tumo
8548,W872225_GSM3496367_AB2990_Tumo,WMC138387_GSM3496395_AB3726_Tu
8549,WMC0034855_GSM3496370_AB3086_T,WMC219964_GSM3496400_AB3940_Tu
8550,WMC380061_GSM3496453_AB4365_PB,W463819_GSM3496287_AB1891_Tumo
8551,W688662_GSM3496318_AB2504_Tumo,W544635_GSM3496297_AB2101_Tumo
8552,W694282_GSM3496332_AB2518_Tumo,W685687_GSM3496310_AB2496_Tumo
8553,W839447_GSM3496350_AB2905_Tumo,W462197_GSM3496285_AB1889_Tumo
8554,WMC290927_GSM3496425_AB4133_Tu,WMC287502_GSM3496416_AB4124_Tu
8555,WMC0037726_GSM3496377_AB3093_T,WMC626318_GSM3496463_AB5015_Tu
8556,WMC135110_GSM3496392_AB3718_Tu,W689077_GSM3496319_AB2505_Tumo
8557,W693930_GSM3496332_AB2518_Tumo,WMC329695_GSM3496441_AB4234_Tu
8558,WMC627932_GSM3496467_AB5019_Tu,WMC219874_GSM3496400_AB3940_Tu
8559,W689489_GSM3496320_AB2506_Tumo,W692228_GSM3496327_AB2513_Tumo
8560,W694122_GSM3496332_AB2518_Tumo,W692629_GSM3496328_AB2514_Tumo
8561,W542480_GSM3496291_AB2095_Tumo,WMC250939_GSM3496409_AB4029_Tu
8562,W842849_GSM3496358_AB2913_Tumo,WMC286481_GSM3496413_AB4121_Tu
8563,WMC0036798_GSM3496375_AB3091_T,WMC809196_GSM3496485_AB5491_PB
8564,WMC625926_GSM3496462_AB5014_Tu,W843511_GSM3496360_AB2915_Tumo
8565,WMC135090_GSM3496392_AB3718_Tu,WMC0035378_GSM3496371_AB3087_T
8566,W685574_GSM3496310_AB2496_Tumo,W687565_GSM3496315_AB2501_Tumo
8567,WMC220502_GSM3496401_AB3941_Tu,WMC137932_GSM3496394_AB3725_Tu
8568,WMC808491_GSM3496484_AB5490_PB,WMC137964_GSM3496394_AB3725_Tu
8569,W840149_GSM3496351_AB2906_Tumo,WMC696667_GSM3496476_AB5198_Tu
8570,WMC293856_GSM3496432_AB4140_Tu,WMC626241_GSM3496463_AB5015_Tu
8571,WMC626775_GSM3496464_AB5016_Tu,W541481_GSM3496289_AB2093_Tumo
8572,W703342_GSM3496337_AB2542_Tumo,WMC626424_GSM3496463_AB5015_Tu
8573,WMC135475_GSM3496393_AB3719_Tu,WMC0108609_GSM3496385_AB3278_T
8574,W872451_GSM3496367_AB2990_Tumo,W872224_GSM3496367_AB2990_Tumo
8575,WMC328533_GSM3496438_AB4231_Tu,WMC329855_GSM3496441_AB4234_Tu
8576,W693174_GSM3496330_AB2516_Tumo,W691524_GSM3496325_AB2511_Tumo
8577,W706158_GSM3496339_AB2549_Tumo,W872056_GSM3496366_AB2989_Tumo
8578,WMC0037033_GSM3496376_AB3092_T,WMC293810_GSM3496432_AB4140_Tu
8579,WMC292997_GSM3496430_AB4138_Tu,WMC0034743_GSM3496370_AB3086_T
8580,W691244_GSM3496325_AB2511_Tumo,W706143_GSM3496339_AB2549_Tumo
8581,WMC135669_GSM3496393_AB3719_Tu,WMC290131_GSM3496423_AB4131_Tu
8582,WMC293877_GSM3496432_AB4140_Tu,WMC0037759_GSM3496378_AB3094_T
8583,W690321_GSM3496322_AB2508_Tumo,WMC626063_GSM3496462_AB5014_Tu
8584,W694639_GSM3496333_AB2519_Tumo,WMC0037928_GSM3496378_AB3094_T
8585,W462034_GSM3496285_AB1889_Tumo,WMC0036756_GSM3496375_AB3091_T
8586,W843791_GSM3496361_AB2916_Tumo,W541917_GSM3496290_AB2094_Tumo
8587,W541932_GSM3496290_AB2094_Tumo,WMC218743_GSM3496397_AB3937_Tu
8588,WMC0038018_GSM3496378_AB3094_T,W843091_GSM3496359_AB2914_Tumo
8589,WMC784038_GSM3496480_AB5426_PB,WMC149370_GSM3496396_AB3755_Tu
8590,W838267_GSM3496346_AB2901_Tumo,WMC290355_GSM3496423_AB4131_Tu
8591,W694172_GSM3496332_AB2518_Tumo,W851716_GSM3496365_AB2936_Tumo
8592,W463751_GSM3496287_AB1891_Tumo,W463709_GSM3496287_AB1891_Tumo
8593,W543534_GSM3496294_AB2098_Tumo,WMC149469_GSM3496396_AB3755_Tu
8594,W545101_GSM3496298_AB2102_Tumo,W872078_GSM3496366_AB2989_Tumo
8595,W691906_GSM3496326_AB2512_Tumo,W839588_GSM3496350_AB2905_Tumo
8596,WMC810395_GSM3496488_AB5494_PB,WMC809088_GSM3496485_AB5491_PB
8597,WMC287839_GSM3496417_AB4125_Tu,WMC329935_GSM3496441_AB4234_Tu
8598,W689370_GSM3496320_AB2506_Tumo,W690981_GSM3496324_AB2510_Tumo
8599,WMC291051_GSM3496425_AB4133_Tu,WMC290331_GSM3496423_AB4131_Tu
8600,W684702_GSM3496308_AB2494_Tumo,WMC288689_GSM3496419_AB4127_Tu
8601,W543797_GSM3496295_AB2099_Tumo,WMC329630_GSM3496440_AB4233_Tu
8602,WMC252348_GSM3496412_AB4032_Tu,W692911_GSM3496329_AB2515_Tumo
8603,WMC627823_GSM3496467_AB5019_Tu,WMC329833_GSM3496441_AB4234_Tu
8604,W842786_GSM3496358_AB2913_Tumo,WMC149379_GSM3496396_AB3755_Tu
8605,W692753_GSM3496329_AB2515_Tumo,WMC149387_GSM3496396_AB3755_Tu
8606,WMC293026_GSM3496430_AB4138_Tu,W845156_GSM3496364_AB2919_Tumo
8607,WMC379355_GSM3496451_AB4363_PB,W703150_GSM3496337_AB2542_Tumo
8608,W684512_GSM3496307_AB2493_Tumo,WMC222272_GSM3496406_AB3946_Tu
8609,W703492_GSM3496337_AB2542_Tumo,WMC288969_GSM3496420_AB4128_Tu
8610,WMC291027_GSM3496425_AB4133_Tu,WMC0035921_GSM3496373_AB3089_T
8611,W687216_GSM3496314_AB2500_Tumo,WMC0034681_GSM3496370_AB3086_T
8612,W686802_GSM3496313_AB2499_Tumo,WMC149475_GSM3496396_AB3755_Tu
8613,WMC378861_GSM3496450_AB4362_PB,W689372_GSM3496320_AB2506_Tumo
8614,W692027_GSM3496327_AB2513_Tumo,WMC0037754_GSM3496378_AB3094_T
8615,WMC292202_GSM3496428_AB4136_Tu,W692302_GSM3496327_AB2513_Tumo
8616,W690135_GSM3496322_AB2508_Tumo,WMC329823_GSM3496441_AB4234_Tu
8617,WMC288705_GSM3496419_AB4127_Tu,WMC0032093_GSM3496369_AB3079_T
8618,WMC624893_GSM3496459_AB5011_Tu,W691509_GSM3496325_AB2511_Tumo
8619,W706172_GSM3496339_AB2549_Tumo,WMC251383_GSM3496410_AB4030_Tu
8620,W689737_GSM3496321_AB2507_Tumo,WMC380046_GSM3496453_AB4365_PB
8621,WMC380138_GSM3496453_AB4365_PB,WMC138167_GSM3496395_AB3726_Tu
8622,WMC0107037_GSM3496381_AB3274_T,WMC288066_GSM3496417_AB4125_Tu
8623,W688202_GSM3496317_AB2503_Tumo,WMC696577_GSM3496476_AB5198_Tu
8624,WMC289369_GSM3496421_AB4129_Tu,W543194_GSM3496293_AB2097_Tumo
8625,W688088_GSM3496316_AB2502_Tumo,W841520_GSM3496355_AB2910_Tumo
8626,W841782_GSM3496356_AB2911_Tumo,WMC379942_GSM3496453_AB4365_PB
8627,W703740_GSM3496338_AB2543_Tumo,WMC0038585_GSM3496380_AB3096_T
8628,WMC0035581_GSM3496372_AB3088_T,W840500_GSM3496352_AB2907_Tumo
8629,W841485_GSM3496355_AB2910_Tumo,W692223_GSM3496327_AB2513_Tumo
8630,WMC0035702_GSM3496372_AB3088_T,W688679_GSM3496318_AB2504_Tumo
8631,WMC290389_GSM3496423_AB4131_Tu,WMC137826_GSM3496394_AB3725_Tu
8632,WMC328668_GSM3496438_AB4231_Tu,W462758_GSM3496286_AB1890_Tumo
8633,W706152_GSM3496339_AB2549_Tumo,WMC137798_GSM3496394_AB3725_Tu
8634,WMC0109884_GSM3496388_AB3281_T,W707379_GSM3496340_AB2553_Tumo
8635,W844995_GSM3496364_AB2919_Tumo,W851608_GSM3496365_AB2936_Tumo
8636,W838425_GSM3496347_AB2902_Tumo,WMC0034936_GSM3496370_AB3086_T
8637,W546607_GSM3496302_AB2106_Tumo,WMC0037460_GSM3496377_AB3093_T
8638,W842738_GSM3496358_AB2913_Tumo,W692121_GSM3496327_AB2513_Tumo
8639,WMC624874_GSM3496459_AB5011_Tu,WMC331097_GSM3496444_AB4237_Tu
8640,WMC380784_GSM3496455_AB4367_PB,WMC380689_GSM3496454_AB4366_PB
8641,W838687_GSM3496348_AB2903_Tumo,W703510_GSM3496338_AB2543_Tumo
8642,WMC293764_GSM3496432_AB4140_Tu,W707354_GSM3496340_AB2553_Tumo
8643,W545238_GSM3496298_AB2102_Tumo,W871878_GSM3496366_AB2989_Tumo
8644,WMC138364_GSM3496395_AB3726_Tu,W689113_GSM3496319_AB2505_Tumo
8645,W692349_GSM3496327_AB2513_Tumo,WMC286444_GSM3496413_AB4121_Tu
8646,WMC627679_GSM3496467_AB5019_Tu,WMC289951_GSM3496422_AB4130_Tu
8647,WMC380243_GSM3496453_AB4365_PB,WMC290917_GSM3496425_AB4133_Tu
8648,W851627_GSM3496365_AB2936_Tumo,W841154_GSM3496354_AB2909_Tumo
8649,WMC290972_GSM3496425_AB4133_Tu,WMC149272_GSM3496396_AB3755_Tu
8650,W692476_GSM3496328_AB2514_Tumo,W543068_GSM3496293_AB2097_Tumo
8651,WMC0035658_GSM3496372_AB3088_T,WMC624271_GSM3496458_AB5010_Tu
8652,W541972_GSM3496290_AB2094_Tumo,W841760_GSM3496356_AB2911_Tumo
8653,W688373_GSM3496317_AB2503_Tumo,WMC291935_GSM3496427_AB4135_Tu
8654,W684747_GSM3496308_AB2494_Tumo,WMC0038598_GSM3496380_AB3096_T
8655,WMC0031840_GSM3496368_AB3078_T,WMC252297_GSM3496412_AB4032_Tu
8656,WMC290003_GSM3496422_AB4130_Tu,W842319_GSM3496357_AB2912_Tumo
8657,WMC291354_GSM3496426_AB4134_Tu,WMC0038156_GSM3496379_AB3095_T
8658,WMC294744_GSM3496435_AB4143_Tu,WMC329811_GSM3496441_AB4234_Tu
8659,W695405_GSM3496335_AB2521_Tumo,W542745_GSM3496292_AB2096_Tumo
8660,WMC287277_GSM3496415_AB4123_Tu,W841785_GSM3496356_AB2911_Tumo
8661,WMC627877_GSM3496467_AB5019_Tu,WMC0036391_GSM3496374_AB3090_T
8662,WMC808671_GSM3496484_AB5490_PB,WMC380080_GSM3496453_AB4365_PB
8663,W687030_GSM3496314_AB2500_Tumo,W842582_GSM3496358_AB2913_Tumo
8664,W841403_GSM3496355_AB2910_Tumo,WMC329696_GSM3496441_AB4234_Tu
8665,WMC291284_GSM3496426_AB4134_Tu,WMC290668_GSM3496424_AB4132_Tu
8666,WMC626189_GSM3496463_AB5015_Tu,WMC252166_GSM3496412_AB4032_Tu
8667,W687892_GSM3496316_AB2502_Tumo,WMC0038474_GSM3496379_AB3095_T
8668,W693486_GSM3496330_AB2516_Tumo,WMC0108651_GSM3496385_AB3278_T
8669,W689977_GSM3496321_AB2507_Tumo,WMC696813_GSM3496477_AB5199_Tu
8670,W695287_GSM3496335_AB2521_Tumo,WMC149211_GSM3496396_AB3755_Tu
8671,W690287_GSM3496322_AB2508_Tumo,WMC627049_GSM3496465_AB5017_Tu
8672,W544552_GSM3496297_AB2101_Tumo,WMC0038134_GSM3496379_AB3095_T
8673,W545028_GSM3496298_AB2102_Tumo,WMC219179_GSM3496398_AB3938_Tu
8674,W871939_GSM3496366_AB2989_Tumo,WMC329030_GSM3496439_AB4232_Tu
8675,W543212_GSM3496293_AB2097_Tumo,WMC287196_GSM3496415_AB4123_Tu
8676,WMC294949_GSM3496435_AB4143_Tu,W693471_GSM3496330_AB2516_Tumo
8677,W691707_GSM3496326_AB2512_Tumo,W694450_GSM3496333_AB2519_Tumo
8678,W842486_GSM3496357_AB2912_Tumo,W693100_GSM3496329_AB2515_Tumo
8679,W689917_GSM3496321_AB2507_Tumo,W703519_GSM3496338_AB2543_Tumo
8680,WMC0031877_GSM3496368_AB3078_T,WMC220457_GSM3496401_AB3941_Tu
8681,W844677_GSM3496363_AB2918_Tumo,W544729_GSM3496297_AB2101_Tumo
8682,W543463_GSM3496294_AB2098_Tumo,W841432_GSM3496355_AB2910_Tumo
8683,W683934_GSM3496306_AB2492_Tumo,WMC0037921_GSM3496378_AB3094_T
8684,WMC624550_GSM3496459_AB5011_Tu,WMC328878_GSM3496439_AB4232_Tu
8685,W685319_GSM3496309_AB2495_Tumo,W841179_GSM3496354_AB2909_Tumo
8686,W693236_GSM3496330_AB2516_Tumo,W542072_GSM3496290_AB2094_Tumo
8687,WMC0110836_GSM3496391_AB3284_T,WMC0037502_GSM3496377_AB3093_T
8688,W705969_GSM3496339_AB2549_Tumo,WMC289328_GSM3496421_AB4129_Tu
8689,W683740_GSM3496305_AB2491_Tumo,W462237_GSM3496285_AB1889_Tumo
8690,WMC291726_GSM3496427_AB4135_Tu,WMC810003_GSM3496487_AB5493_PB
8691,WMC218934_GSM3496397_AB3937_Tu,W851676_GSM3496365_AB2936_Tumo
8692,WMC626822_GSM3496464_AB5016_Tu,W837915_GSM3496346_AB2901_Tumo
8693,W694684_GSM3496334_AB2520_Tumo,W703252_GSM3496337_AB2542_Tumo
8694,WMC0034813_GSM3496370_AB3086_T,WMC295053_GSM3496435_AB4143_Tu
8695,W842818_GSM3496358_AB2913_Tumo,WMC138343_GSM3496395_AB3726_Tu
8696,W851387_GSM3496365_AB2936_Tumo,WMC329333_GSM3496440_AB4233_Tu
8697,WMC331102_GSM3496444_AB4237_Tu,W688834_GSM3496318_AB2504_Tumo
8698,WMC0035950_GSM3496373_AB3089_T,WMC221492_GSM3496404_AB3944_Tu
8699,WMC0037345_GSM3496376_AB3092_T,W686839_GSM3496313_AB2499_Tumo
8700,W689606_GSM3496320_AB2506_Tumo,WMC291286_GSM3496426_AB4134_Tu
8701,W706116_GSM3496339_AB2549_Tumo,WMC329011_GSM3496439_AB4232_Tu
8702,WMC293166_GSM3496431_AB4139_Tu,W691953_GSM3496326_AB2512_Tumo
8703,WMC0107989_GSM3496383_AB3276_T,W872175_GSM3496367_AB2990_Tumo
8704,WMC809181_GSM3496485_AB5491_PB,WMC329294_GSM3496440_AB4233_Tu
8705,WMC627682_GSM3496467_AB5019_Tu,WMC331302_GSM3496445_AB4238_Tu
8706,WMC251185_GSM3496409_AB4029_Tu,WMC809763_GSM3496487_AB5493_PB
8707,W843396_GSM3496360_AB2915_Tumo,WMC286961_GSM3496414_AB4122_Tu
8708,WMC627332_GSM3496466_AB5018_Tu,WMC294484_GSM3496434_AB4142_Tu
8709,W685867_GSM3496311_AB2497_Tumo,WMC291839_GSM3496427_AB4135_Tu
8710,WMC293788_GSM3496432_AB4140_Tu,WMC331800_GSM3496446_AB4239_Tu
8711,WMC785124_GSM3496483_AB5429_PB,WMC149433_GSM3496396_AB3755_Tu
8712,W685624_GSM3496310_AB2496_Tumo,WMC0107265_GSM3496382_AB3275_T
8713,W844168_GSM3496362_AB2917_Tumo,WMC329582_GSM3496440_AB4233_Tu
8714,WMC286517_GSM3496413_AB4121_Tu,W851438_GSM3496365_AB2936_Tumo
8715,W686788_GSM3496313_AB2499_Tumo,WMC290246_GSM3496423_AB4131_Tu
8716,W462820_GSM3496286_AB1890_Tumo,WMC137859_GSM3496394_AB3725_Tu
